lesson_id,user_id,lesson_number,completed,time_spent_seconds,xp_earned,date
les_3326,6abeaaee-e097-4154-b0e4-5baa6bc29a6e,1,0,10,5,2025-11-27
les_3327,6abeaaee-e097-4154-b0e4-5baa6bc29a6e,2,1,66,15,2025-11-14
les_3328,4ad2ce03-f168-4c50-aad7-6d46f0c6ce5b,1,1,109,18,2025-09-23
les_3329,4ad2ce03-f168-4c50-aad7-6d46f0c6ce5b,2,0,50,2,2025-09-25
les_3330,4ad2ce03-f168-4c50-aad7-6d46f0c6ce5b,3,1,118,18,2025-09-07
les_3331,4ad2ce03-f168-4c50-aad7-6d46f0c6ce5b,4,1,83,24,2025-09-14
les_3332,4ad2ce03-f168-4c50-aad7-6d46f0c6ce5b,5,0,78,7,2025-09-07
les_3333,4ad2ce03-f168-4c50-aad7-6d46f0c6ce5b,6,1,52,15,2025-09-26
les_3334,4ad2ce03-f168-4c50-aad7-6d46f0c6ce5b,7,0,58,3,2025-09-10
les_3335,4ad2ce03-f168-4c50-aad7-6d46f0c6ce5b,8,0,48,5,2025-09-16
les_3336,aec77635-aa74-4b21-98c6-45d5e12cd3e5,1,0,27,3,2025-09-20
les_3337,aec77635-aa74-4b21-98c6-45d5e12cd3e5,2,1,86,21,2025-09-26
les_3338,a822d45d-0e19-423b-940f-9a4e03a0195c,1,0,41,5,2025-08-23
les_3339,a822d45d-0e19-423b-940f-9a4e03a0195c,2,1,80,19,2025-09-04
les_3340,a822d45d-0e19-423b-940f-9a4e03a0195c,3,0,24,6,2025-08-18
les_3341,a822d45d-0e19-423b-940f-9a4e03a0195c,4,0,27,5,2025-08-17
les_3342,a822d45d-0e19-423b-940f-9a4e03a0195c,5,0,88,2,2025-08-20
les_3343,a822d45d-0e19-423b-940f-9a4e03a0195c,6,1,87,15,2025-08-27
les_3344,a822d45d-0e19-423b-940f-9a4e03a0195c,7,0,43,2,2025-08-31
les_3345,a822d45d-0e19-423b-940f-9a4e03a0195c,8,1,93,23,2025-08-25
les_3346,a822d45d-0e19-423b-940f-9a4e03a0195c,9,1,93,17,2025-08-22
les_3347,a822d45d-0e19-423b-940f-9a4e03a0195c,10,0,55,1,2025-08-20
les_3348,a822d45d-0e19-423b-940f-9a4e03a0195c,11,1,105,21,2025-08-28
les_3349,a822d45d-0e19-423b-940f-9a4e03a0195c,12,0,42,5,2025-08-22
les_3350,a822d45d-0e19-423b-940f-9a4e03a0195c,13,0,10,6,2025-09-05
les_3351,a822d45d-0e19-423b-940f-9a4e03a0195c,14,0,44,4,2025-08-17
les_3352,a822d45d-0e19-423b-940f-9a4e03a0195c,15,0,14,3,2025-08-23
les_3353,0f2fbd0f-9fa4-4766-a478-bf4e1d183706,1,1,102,21,2025-11-19
les_3354,0f2fbd0f-9fa4-4766-a478-bf4e1d183706,2,1,42,13,2025-11-14
les_3355,39cd2d08-8bd5-4124-a780-29238a022d5a,1,0,27,4,2025-10-10
les_3356,39cd2d08-8bd5-4124-a780-29238a022d5a,2,0,29,5,2025-10-04
les_3357,39cd2d08-8bd5-4124-a780-29238a022d5a,3,1,99,23,2025-10-08
les_3358,39cd2d08-8bd5-4124-a780-29238a022d5a,4,1,91,20,2025-10-10
les_3359,39cd2d08-8bd5-4124-a780-29238a022d5a,5,0,23,7,2025-10-20
les_3360,39cd2d08-8bd5-4124-a780-29238a022d5a,6,0,30,6,2025-10-01
les_3361,39cd2d08-8bd5-4124-a780-29238a022d5a,7,1,80,24,2025-10-16
les_3362,39cd2d08-8bd5-4124-a780-29238a022d5a,8,0,70,7,2025-10-13
les_3363,39cd2d08-8bd5-4124-a780-29238a022d5a,9,0,11,9,2025-10-20
les_3364,39cd2d08-8bd5-4124-a780-29238a022d5a,10,0,10,6,2025-10-09
les_3365,e1eb1349-b31b-4480-a423-4eaa4b9a9888,1,1,113,15,2025-10-02
les_3366,e1eb1349-b31b-4480-a423-4eaa4b9a9888,2,0,52,4,2025-10-09
les_3367,e1eb1349-b31b-4480-a423-4eaa4b9a9888,3,1,84,10,2025-10-12
les_3368,e1eb1349-b31b-4480-a423-4eaa4b9a9888,4,1,119,12,2025-10-12
les_3369,e1eb1349-b31b-4480-a423-4eaa4b9a9888,5,0,10,4,2025-10-09
les_3370,e1eb1349-b31b-4480-a423-4eaa4b9a9888,6,1,72,25,2025-10-08
les_3371,e1eb1349-b31b-4480-a423-4eaa4b9a9888,7,0,49,3,2025-10-19
les_3372,e1eb1349-b31b-4480-a423-4eaa4b9a9888,8,1,122,29,2025-10-03
les_3373,e1eb1349-b31b-4480-a423-4eaa4b9a9888,9,1,71,18,2025-10-09
les_3374,e1eb1349-b31b-4480-a423-4eaa4b9a9888,10,1,75,13,2025-10-09
les_3375,c6600f0c-90a1-4522-aaf3-64f12ead194f,1,0,44,10,2025-11-20
les_3376,c6600f0c-90a1-4522-aaf3-64f12ead194f,2,1,90,17,2025-11-13
les_3377,c6600f0c-90a1-4522-aaf3-64f12ead194f,3,1,84,18,2025-11-17
les_3378,c6600f0c-90a1-4522-aaf3-64f12ead194f,4,1,81,24,2025-11-11
les_3379,c6600f0c-90a1-4522-aaf3-64f12ead194f,5,1,112,15,2025-11-06
les_3380,c6600f0c-90a1-4522-aaf3-64f12ead194f,6,1,85,26,2025-11-15
les_3381,c6600f0c-90a1-4522-aaf3-64f12ead194f,7,1,132,19,2025-11-21
les_3382,c6600f0c-90a1-4522-aaf3-64f12ead194f,8,0,27,2,2025-11-01
les_3383,96ec779e-9ff8-43db-8f51-60620fa749ff,1,1,89,18,2025-08-12
les_3384,96ec779e-9ff8-43db-8f51-60620fa749ff,2,1,121,24,2025-08-25
les_3385,96ec779e-9ff8-43db-8f51-60620fa749ff,3,0,44,3,2025-08-12
les_3386,96ec779e-9ff8-43db-8f51-60620fa749ff,4,1,63,22,2025-08-16
les_3387,96ec779e-9ff8-43db-8f51-60620fa749ff,5,1,71,22,2025-08-11
les_3388,96ec779e-9ff8-43db-8f51-60620fa749ff,6,1,92,21,2025-08-30
les_3389,96ec779e-9ff8-43db-8f51-60620fa749ff,7,0,27,3,2025-08-14
les_3390,96ec779e-9ff8-43db-8f51-60620fa749ff,8,1,89,20,2025-08-16
les_3391,6d53c003-8f7f-46a1-a32e-3958536c958a,1,1,121,23,2025-08-13
les_3392,6d53c003-8f7f-46a1-a32e-3958536c958a,2,0,10,6,2025-08-11
les_3393,6d53c003-8f7f-46a1-a32e-3958536c958a,3,0,39,9,2025-08-14
les_3394,6d53c003-8f7f-46a1-a32e-3958536c958a,4,0,58,6,2025-08-27
les_3395,5e577c70-32bc-4b49-a45c-438d6aa6713a,1,1,95,15,2025-09-03
les_3396,5e577c70-32bc-4b49-a45c-438d6aa6713a,2,0,69,5,2025-08-23
les_3397,5e577c70-32bc-4b49-a45c-438d6aa6713a,3,1,101,24,2025-08-24
les_3398,5e577c70-32bc-4b49-a45c-438d6aa6713a,4,1,47,27,2025-09-02
les_3399,5e577c70-32bc-4b49-a45c-438d6aa6713a,5,0,46,3,2025-08-19
les_3400,a6d42487-c262-4603-af86-28a6cb410455,1,1,161,17,2025-12-10
les_3401,a6d42487-c262-4603-af86-28a6cb410455,2,0,39,4,2025-12-11
les_3402,a6d42487-c262-4603-af86-28a6cb410455,3,0,46,2,2025-12-06
les_3403,a6d42487-c262-4603-af86-28a6cb410455,4,0,15,4,2025-12-02
les_3404,c58fb6d4-297d-429a-9d51-289f61413097,1,1,56,16,2025-11-28
les_3405,c58fb6d4-297d-429a-9d51-289f61413097,2,0,41,6,2025-11-29
les_3406,c58fb6d4-297d-429a-9d51-289f61413097,3,1,115,18,2025-12-05
les_3407,c58fb6d4-297d-429a-9d51-289f61413097,4,1,78,18,2025-11-27
les_3408,42c643c2-bbb0-475b-861a-e16e91515b31,1,0,27,7,2025-10-02
les_3409,42c643c2-bbb0-475b-861a-e16e91515b31,2,1,77,31,2025-09-20
les_3410,42c643c2-bbb0-475b-861a-e16e91515b31,3,1,61,12,2025-09-22
les_3411,42c643c2-bbb0-475b-861a-e16e91515b31,4,0,31,5,2025-09-22
les_3412,42c643c2-bbb0-475b-861a-e16e91515b31,5,1,78,21,2025-10-01
les_3413,42c643c2-bbb0-475b-861a-e16e91515b31,6,0,11,2,2025-09-27
les_3414,b3330f41-cacb-49f6-b535-84c95ebc00ff,1,1,101,18,2025-10-30
les_3415,b3330f41-cacb-49f6-b535-84c95ebc00ff,2,0,26,1,2025-10-16
les_3416,b3330f41-cacb-49f6-b535-84c95ebc00ff,3,0,71,7,2025-10-18
les_3417,b3330f41-cacb-49f6-b535-84c95ebc00ff,4,1,69,24,2025-10-25
les_3418,b3330f41-cacb-49f6-b535-84c95ebc00ff,5,1,113,21,2025-10-12
les_3419,b3330f41-cacb-49f6-b535-84c95ebc00ff,6,0,10,7,2025-10-21
les_3420,e073a990-e055-486d-9c80-35ad3e427931,1,1,66,21,2025-08-31
les_3421,e073a990-e055-486d-9c80-35ad3e427931,2,1,79,17,2025-08-31
les_3422,664d5bd6-6c3b-4234-b59e-241da5576491,1,1,92,21,2025-11-03
les_3423,2f0be316-e39f-4e6b-967f-9c08cddfadb6,1,1,67,24,2025-12-13
les_3424,2f0be316-e39f-4e6b-967f-9c08cddfadb6,2,0,19,6,2025-12-12
les_3425,2f0be316-e39f-4e6b-967f-9c08cddfadb6,3,0,44,3,2025-12-11
les_3426,2f0be316-e39f-4e6b-967f-9c08cddfadb6,4,0,39,4,2025-12-14
les_3427,2f0be316-e39f-4e6b-967f-9c08cddfadb6,5,0,29,5,2025-12-17
les_3428,2f0be316-e39f-4e6b-967f-9c08cddfadb6,6,1,79,14,2025-12-11
les_3429,2f0be316-e39f-4e6b-967f-9c08cddfadb6,7,0,33,4,2025-12-02
les_3430,2f0be316-e39f-4e6b-967f-9c08cddfadb6,8,0,69,2,2025-12-13
les_3431,2f0be316-e39f-4e6b-967f-9c08cddfadb6,9,1,91,13,2025-11-28
les_3432,2f0be316-e39f-4e6b-967f-9c08cddfadb6,10,0,10,6,2025-12-10
les_3433,134cf3f5-0d46-4d1f-b5cd-7b4ec82fa91c,1,1,123,15,2025-12-16
les_3434,134cf3f5-0d46-4d1f-b5cd-7b4ec82fa91c,2,1,111,15,2025-12-05
les_3435,134cf3f5-0d46-4d1f-b5cd-7b4ec82fa91c,3,1,65,11,2025-12-12
les_3436,134cf3f5-0d46-4d1f-b5cd-7b4ec82fa91c,4,1,143,25,2025-12-22
les_3437,134cf3f5-0d46-4d1f-b5cd-7b4ec82fa91c,5,0,38,5,2025-12-20
les_3438,3ad54cf3-d4a7-41d4-a820-74e6bc992c50,1,0,10,5,2025-10-26
les_3439,3ad54cf3-d4a7-41d4-a820-74e6bc992c50,2,1,25,20,2025-11-08
les_3440,3ad54cf3-d4a7-41d4-a820-74e6bc992c50,3,0,78,2,2025-10-27
les_3441,3ad54cf3-d4a7-41d4-a820-74e6bc992c50,4,0,67,6,2025-10-30
les_3442,3ad54cf3-d4a7-41d4-a820-74e6bc992c50,5,0,10,1,2025-11-03
les_3443,3ad54cf3-d4a7-41d4-a820-74e6bc992c50,6,1,88,14,2025-11-05
les_3444,3ad54cf3-d4a7-41d4-a820-74e6bc992c50,7,0,38,6,2025-10-31
les_3445,3ad54cf3-d4a7-41d4-a820-74e6bc992c50,8,0,79,5,2025-11-05
les_3446,3ad54cf3-d4a7-41d4-a820-74e6bc992c50,9,0,50,8,2025-10-31
les_3447,3ad54cf3-d4a7-41d4-a820-74e6bc992c50,10,0,64,9,2025-11-03
les_3448,4d5a53be-e97e-43f8-b4ef-56ee88580f07,1,0,17,3,2025-09-13
les_3449,4d5a53be-e97e-43f8-b4ef-56ee88580f07,2,0,63,4,2025-09-15
les_3450,4d5a53be-e97e-43f8-b4ef-56ee88580f07,3,0,27,2,2025-09-11
les_3451,a93f8678-38e7-44a2-815d-f3b1ada17966,1,0,74,5,2025-11-19
les_3452,a93f8678-38e7-44a2-815d-f3b1ada17966,2,0,45,9,2025-11-27
les_3453,a93f8678-38e7-44a2-815d-f3b1ada17966,3,0,58,3,2025-11-21
les_3454,a93f8678-38e7-44a2-815d-f3b1ada17966,4,1,128,18,2025-12-02
les_3455,a93f8678-38e7-44a2-815d-f3b1ada17966,5,1,127,25,2025-11-23
les_3456,a93f8678-38e7-44a2-815d-f3b1ada17966,6,0,27,7,2025-11-21
les_3457,1af57d20-bbd2-42e7-b046-148e2ef0685b,1,1,112,26,2025-09-19
les_3458,1af57d20-bbd2-42e7-b046-148e2ef0685b,2,0,14,4,2025-09-13
les_3459,21b41cff-bc2a-4d92-aa71-ed9899e8cf12,1,1,136,18,2025-10-31
les_3460,21b41cff-bc2a-4d92-aa71-ed9899e8cf12,2,0,46,7,2025-11-16
les_3461,21b41cff-bc2a-4d92-aa71-ed9899e8cf12,3,0,25,7,2025-11-11
les_3462,21b41cff-bc2a-4d92-aa71-ed9899e8cf12,4,1,65,24,2025-11-15
les_3463,21b41cff-bc2a-4d92-aa71-ed9899e8cf12,5,0,42,2,2025-11-12
les_3464,21b41cff-bc2a-4d92-aa71-ed9899e8cf12,6,0,44,2,2025-11-13
les_3465,21b41cff-bc2a-4d92-aa71-ed9899e8cf12,7,0,75,10,2025-11-12
les_3466,21b41cff-bc2a-4d92-aa71-ed9899e8cf12,8,0,27,10,2025-11-11
les_3467,650e7833-321e-4792-8923-1aad10ef6688,1,1,97,28,2025-11-25
les_3468,650e7833-321e-4792-8923-1aad10ef6688,2,1,106,15,2025-11-28
les_3469,650e7833-321e-4792-8923-1aad10ef6688,3,0,30,8,2025-11-22
les_3470,650e7833-321e-4792-8923-1aad10ef6688,4,0,17,5,2025-12-03
les_3471,650e7833-321e-4792-8923-1aad10ef6688,5,1,60,26,2025-12-01
les_3472,650e7833-321e-4792-8923-1aad10ef6688,6,1,114,21,2025-11-15
les_3473,650e7833-321e-4792-8923-1aad10ef6688,7,0,18,6,2025-11-26
les_3474,650e7833-321e-4792-8923-1aad10ef6688,8,0,10,6,2025-11-14
les_3475,650e7833-321e-4792-8923-1aad10ef6688,9,1,120,22,2025-11-16
les_3476,650e7833-321e-4792-8923-1aad10ef6688,10,0,67,8,2025-11-25
les_3477,650e7833-321e-4792-8923-1aad10ef6688,11,1,67,19,2025-12-01
les_3478,650e7833-321e-4792-8923-1aad10ef6688,12,1,68,19,2025-11-18
les_3479,650e7833-321e-4792-8923-1aad10ef6688,13,0,26,8,2025-11-19
les_3480,650e7833-321e-4792-8923-1aad10ef6688,14,0,27,6,2025-11-26
les_3481,650e7833-321e-4792-8923-1aad10ef6688,15,1,132,13,2025-11-21
les_3482,51867c61-0b28-41c2-bd05-5341724bf636,1,1,74,15,2025-09-11
les_3483,51867c61-0b28-41c2-bd05-5341724bf636,2,1,76,19,2025-09-16
les_3484,fecfb15c-97c9-45dc-b4f7-e6fdc98672a6,1,1,81,14,2025-10-23
les_3485,fecfb15c-97c9-45dc-b4f7-e6fdc98672a6,2,0,52,5,2025-10-28
les_3486,d08d4eeb-a345-48cb-8663-ad3fb62ce2c5,1,1,72,21,2025-10-05
les_3487,d08d4eeb-a345-48cb-8663-ad3fb62ce2c5,2,1,116,16,2025-09-25
les_3488,d08d4eeb-a345-48cb-8663-ad3fb62ce2c5,3,0,10,3,2025-10-14
les_3489,d08d4eeb-a345-48cb-8663-ad3fb62ce2c5,4,0,19,7,2025-10-06
les_3490,d08d4eeb-a345-48cb-8663-ad3fb62ce2c5,5,1,132,20,2025-10-07
les_3491,d08d4eeb-a345-48cb-8663-ad3fb62ce2c5,6,0,49,5,2025-10-01
les_3492,d08d4eeb-a345-48cb-8663-ad3fb62ce2c5,7,0,44,10,2025-10-01
les_3493,d08d4eeb-a345-48cb-8663-ad3fb62ce2c5,8,1,72,18,2025-10-09
les_3494,4ecbce32-22c3-4b2a-829b-aaa62701ef81,1,1,63,21,2025-09-05
les_3495,4ecbce32-22c3-4b2a-829b-aaa62701ef81,2,1,39,21,2025-09-15
les_3496,4ecbce32-22c3-4b2a-829b-aaa62701ef81,3,0,28,3,2025-09-24
les_3497,4ecbce32-22c3-4b2a-829b-aaa62701ef81,4,1,112,19,2025-09-04
les_3498,4ecbce32-22c3-4b2a-829b-aaa62701ef81,5,0,81,6,2025-09-24
les_3499,4ecbce32-22c3-4b2a-829b-aaa62701ef81,6,0,41,5,2025-09-08
les_3500,d528d526-347f-4217-9005-331b6411c63f,1,0,38,3,2025-10-18
les_3501,d528d526-347f-4217-9005-331b6411c63f,2,0,45,6,2025-10-29
les_3502,d528d526-347f-4217-9005-331b6411c63f,3,1,90,21,2025-10-24
les_3503,d528d526-347f-4217-9005-331b6411c63f,4,0,49,2,2025-10-14
les_3504,d528d526-347f-4217-9005-331b6411c63f,5,1,104,16,2025-10-18
les_3505,d528d526-347f-4217-9005-331b6411c63f,6,0,61,5,2025-10-17
les_3506,4e0b3d67-ca5e-410a-aa84-61190e113a14,1,0,18,2,2025-10-12
les_3507,4e0b3d67-ca5e-410a-aa84-61190e113a14,2,0,46,3,2025-10-11
les_3508,4e0b3d67-ca5e-410a-aa84-61190e113a14,3,1,81,23,2025-09-28
les_3509,4e0b3d67-ca5e-410a-aa84-61190e113a14,4,0,10,6,2025-09-23
les_3510,4e0b3d67-ca5e-410a-aa84-61190e113a14,5,0,10,9,2025-09-26
les_3511,4e0b3d67-ca5e-410a-aa84-61190e113a14,6,1,43,20,2025-09-25
les_3512,4e0b3d67-ca5e-410a-aa84-61190e113a14,7,0,10,5,2025-10-13
les_3513,f0f920e9-cc78-4180-afd3-d87220ccb91f,1,0,22,4,2025-12-14
les_3514,f0f920e9-cc78-4180-afd3-d87220ccb91f,2,0,62,4,2025-12-14
les_3515,f0f920e9-cc78-4180-afd3-d87220ccb91f,3,1,102,16,2025-12-20
les_3516,f0f920e9-cc78-4180-afd3-d87220ccb91f,4,0,58,7,2025-12-04
les_3517,f0f920e9-cc78-4180-afd3-d87220ccb91f,5,0,63,5,2025-12-18
les_3518,f0f920e9-cc78-4180-afd3-d87220ccb91f,6,0,32,4,2025-12-08
les_3519,f0f920e9-cc78-4180-afd3-d87220ccb91f,7,1,72,18,2025-12-15
les_3520,f0f920e9-cc78-4180-afd3-d87220ccb91f,8,0,10,4,2025-12-07
les_3521,f0f920e9-cc78-4180-afd3-d87220ccb91f,9,0,30,4,2025-12-15
les_3522,f0f920e9-cc78-4180-afd3-d87220ccb91f,10,0,30,5,2025-12-10
les_3523,0dcde885-2346-499e-97c2-bebc6441506c,1,0,12,4,2025-11-28
les_3524,0dcde885-2346-499e-97c2-bebc6441506c,2,0,50,8,2025-12-05
les_3525,0dcde885-2346-499e-97c2-bebc6441506c,3,0,26,5,2025-12-06
les_3526,0dcde885-2346-499e-97c2-bebc6441506c,4,0,74,4,2025-12-01
les_3527,0dcde885-2346-499e-97c2-bebc6441506c,5,0,41,3,2025-12-07
les_3528,0dcde885-2346-499e-97c2-bebc6441506c,6,1,95,21,2025-11-28
les_3529,0dcde885-2346-499e-97c2-bebc6441506c,7,0,51,10,2025-12-02
les_3530,0dcde885-2346-499e-97c2-bebc6441506c,8,0,25,8,2025-11-21
les_3531,0dcde885-2346-499e-97c2-bebc6441506c,9,0,50,5,2025-11-22
les_3532,0dcde885-2346-499e-97c2-bebc6441506c,10,0,59,7,2025-12-09
les_3533,0dcde885-2346-499e-97c2-bebc6441506c,11,0,10,7,2025-12-07
les_3534,0dcde885-2346-499e-97c2-bebc6441506c,12,0,10,2,2025-11-30
les_3535,0dcde885-2346-499e-97c2-bebc6441506c,13,0,28,6,2025-11-23
les_3536,0dcde885-2346-499e-97c2-bebc6441506c,14,0,37,7,2025-11-27
les_3537,0dcde885-2346-499e-97c2-bebc6441506c,15,0,19,1,2025-11-25
les_3538,90a0f96d-bff3-4323-8ef1-c3945c7abd07,1,1,78,17,2025-12-06
les_3539,90a0f96d-bff3-4323-8ef1-c3945c7abd07,2,1,81,21,2025-12-03
les_3540,90a0f96d-bff3-4323-8ef1-c3945c7abd07,3,1,77,24,2025-11-24
les_3541,90a0f96d-bff3-4323-8ef1-c3945c7abd07,4,0,61,4,2025-11-29
les_3542,90a0f96d-bff3-4323-8ef1-c3945c7abd07,5,1,75,22,2025-12-09
les_3543,90a0f96d-bff3-4323-8ef1-c3945c7abd07,6,1,58,18,2025-11-24
les_3544,90a0f96d-bff3-4323-8ef1-c3945c7abd07,7,0,43,5,2025-11-27
les_3545,90a0f96d-bff3-4323-8ef1-c3945c7abd07,8,0,44,6,2025-11-26
les_3546,90a0f96d-bff3-4323-8ef1-c3945c7abd07,9,0,32,3,2025-12-07
les_3547,90a0f96d-bff3-4323-8ef1-c3945c7abd07,10,0,52,6,2025-12-10
les_3548,90a0f96d-bff3-4323-8ef1-c3945c7abd07,11,0,34,5,2025-12-07
les_3549,90a0f96d-bff3-4323-8ef1-c3945c7abd07,12,1,125,26,2025-12-14
les_3550,90a0f96d-bff3-4323-8ef1-c3945c7abd07,13,0,39,4,2025-12-03
les_3551,90a0f96d-bff3-4323-8ef1-c3945c7abd07,14,1,120,25,2025-12-07
les_3552,90a0f96d-bff3-4323-8ef1-c3945c7abd07,15,0,10,6,2025-11-29
les_3553,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,1,1,81,26,2025-08-10
les_3554,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,2,1,82,27,2025-08-16
les_3555,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,3,0,62,3,2025-08-10
les_3556,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,4,0,30,4,2025-08-09
les_3557,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,5,0,39,2,2025-08-11
les_3558,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,6,0,22,3,2025-08-20
les_3559,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,7,0,58,2,2025-08-10
les_3560,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,8,0,13,2,2025-08-21
les_3561,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,9,1,108,21,2025-08-08
les_3562,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,10,0,13,8,2025-08-19
les_3563,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,11,0,46,6,2025-08-23
les_3564,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,12,0,29,1,2025-08-11
les_3565,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,13,0,33,5,2025-08-10
les_3566,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,14,0,10,5,2025-08-11
les_3567,a2ca0241-bc0f-4e94-97a7-1c3120d71aee,15,0,42,5,2025-08-06
les_3568,c1abcca6-909f-4539-8687-ea520502e2aa,1,1,45,14,2025-08-17
les_3569,c1abcca6-909f-4539-8687-ea520502e2aa,2,1,76,15,2025-08-18
les_3570,c1abcca6-909f-4539-8687-ea520502e2aa,3,0,28,13,2025-08-20
les_3571,c1abcca6-909f-4539-8687-ea520502e2aa,4,0,10,4,2025-08-25
les_3572,c1abcca6-909f-4539-8687-ea520502e2aa,5,0,52,7,2025-08-26
les_3573,c1abcca6-909f-4539-8687-ea520502e2aa,6,1,95,21,2025-09-01
les_3574,c1abcca6-909f-4539-8687-ea520502e2aa,7,0,53,2,2025-08-31
les_3575,c1abcca6-909f-4539-8687-ea520502e2aa,8,0,26,5,2025-08-15
les_3576,c1abcca6-909f-4539-8687-ea520502e2aa,9,1,99,23,2025-09-01
les_3577,c1abcca6-909f-4539-8687-ea520502e2aa,10,0,35,4,2025-08-17
les_3578,c1abcca6-909f-4539-8687-ea520502e2aa,11,0,85,6,2025-08-14
les_3579,c1abcca6-909f-4539-8687-ea520502e2aa,12,0,38,10,2025-08-21
les_3580,c1abcca6-909f-4539-8687-ea520502e2aa,13,0,37,7,2025-08-14
les_3581,c1abcca6-909f-4539-8687-ea520502e2aa,14,0,10,4,2025-08-24
les_3582,c1abcca6-909f-4539-8687-ea520502e2aa,15,0,10,5,2025-08-15
les_3583,e4d81302-a612-4cea-ae14-a10b587f5da9,1,1,83,19,2025-09-14
les_3584,e4d81302-a612-4cea-ae14-a10b587f5da9,2,1,112,17,2025-09-08
les_3585,e4d81302-a612-4cea-ae14-a10b587f5da9,3,0,86,3,2025-09-16
les_3586,e4d81302-a612-4cea-ae14-a10b587f5da9,4,0,10,7,2025-09-06
les_3587,e4d81302-a612-4cea-ae14-a10b587f5da9,5,0,15,2,2025-09-24
les_3588,e4d81302-a612-4cea-ae14-a10b587f5da9,6,0,69,0,2025-09-13
les_3589,e4d81302-a612-4cea-ae14-a10b587f5da9,7,0,54,7,2025-09-21
les_3590,e4d81302-a612-4cea-ae14-a10b587f5da9,8,0,30,8,2025-09-21
les_3591,e4d81302-a612-4cea-ae14-a10b587f5da9,9,0,11,5,2025-09-09
les_3592,e4d81302-a612-4cea-ae14-a10b587f5da9,10,0,18,4,2025-09-06
les_3593,645eaf2f-f781-4856-9ee4-b0495e5f8abb,1,1,123,23,2025-08-11
les_3594,645eaf2f-f781-4856-9ee4-b0495e5f8abb,2,1,74,21,2025-08-18
les_3595,645eaf2f-f781-4856-9ee4-b0495e5f8abb,3,1,101,19,2025-08-10
les_3596,2d7764b8-6591-4dee-826d-d076d552ccce,1,1,113,32,2025-12-02
les_3597,2d7764b8-6591-4dee-826d-d076d552ccce,2,0,10,4,2025-11-15
les_3598,2d7764b8-6591-4dee-826d-d076d552ccce,3,1,42,20,2025-11-17
les_3599,2d7764b8-6591-4dee-826d-d076d552ccce,4,0,86,5,2025-11-20
les_3600,2d7764b8-6591-4dee-826d-d076d552ccce,5,0,28,11,2025-11-30
les_3601,2d7764b8-6591-4dee-826d-d076d552ccce,6,0,82,5,2025-11-14
les_3602,2d7764b8-6591-4dee-826d-d076d552ccce,7,0,10,4,2025-11-26
les_3603,2d7764b8-6591-4dee-826d-d076d552ccce,8,0,36,3,2025-12-03
les_3604,2d7764b8-6591-4dee-826d-d076d552ccce,9,0,10,5,2025-11-30
les_3605,2d7764b8-6591-4dee-826d-d076d552ccce,10,1,121,16,2025-11-22
les_3606,2d7764b8-6591-4dee-826d-d076d552ccce,11,0,10,5,2025-11-29
les_3607,2d7764b8-6591-4dee-826d-d076d552ccce,12,1,114,13,2025-11-29
les_3608,2d7764b8-6591-4dee-826d-d076d552ccce,13,0,43,3,2025-11-24
les_3609,2d7764b8-6591-4dee-826d-d076d552ccce,14,1,115,21,2025-12-03
les_3610,2d7764b8-6591-4dee-826d-d076d552ccce,15,0,50,5,2025-11-27
les_3611,5eab054c-16e8-427e-af11-ef0e081a9d3e,1,1,126,18,2025-10-05
les_3612,5eab054c-16e8-427e-af11-ef0e081a9d3e,2,1,106,17,2025-10-06
les_3613,5eab054c-16e8-427e-af11-ef0e081a9d3e,3,0,97,5,2025-10-05
les_3614,5eab054c-16e8-427e-af11-ef0e081a9d3e,4,1,93,16,2025-10-05
les_3615,a60310ea-eebd-4d33-9fb9-f786e8725a1d,1,1,79,19,2025-12-06
les_3616,a60310ea-eebd-4d33-9fb9-f786e8725a1d,2,1,124,15,2025-12-10
les_3617,82ad5ffa-2e27-403f-a5bb-3ed4e8027031,1,1,116,17,2025-08-31
les_3618,82ad5ffa-2e27-403f-a5bb-3ed4e8027031,2,1,85,16,2025-08-31
les_3619,82ad5ffa-2e27-403f-a5bb-3ed4e8027031,3,0,10,3,2025-09-07
les_3620,82ad5ffa-2e27-403f-a5bb-3ed4e8027031,4,0,10,3,2025-08-20
les_3621,82ad5ffa-2e27-403f-a5bb-3ed4e8027031,5,0,37,7,2025-08-30
les_3622,82ad5ffa-2e27-403f-a5bb-3ed4e8027031,6,0,10,4,2025-08-29
les_3623,82ad5ffa-2e27-403f-a5bb-3ed4e8027031,7,0,10,4,2025-08-22
