session_id,user_id,date,xp_earned,streak,gems_used,lesson_count
ses_3120,47038b06-0857-44a2-b9a9-a1fb07b75468,2025-09-20,24,2,0,1
ses_3121,855013a9-eeb5-445e-9125-ede66f789e1b,2025-09-21,23,1,0,1
ses_3122,855013a9-eeb5-445e-9125-ede66f789e1b,2025-10-01,27,1,1,1
ses_3123,2b00cc81-8cdd-4af7-a81c-3ab51df20201,2025-10-25,15,3,0,2
ses_3124,2b00cc81-8cdd-4af7-a81c-3ab51df20201,2025-10-26,31,4,0,0
ses_3125,2b00cc81-8cdd-4af7-a81c-3ab51df20201,2025-10-28,19,1,1,0
ses_3126,a6216c1f-4b03-42af-9762-25a1ef04c0c4,2025-10-04,29,2,0,3
ses_3127,a6216c1f-4b03-42af-9762-25a1ef04c0c4,2025-10-09,25,0,0,1
ses_3128,a6216c1f-4b03-42af-9762-25a1ef04c0c4,2025-10-11,16,1,2,2
ses_3129,a6216c1f-4b03-42af-9762-25a1ef04c0c4,2025-10-13,21,2,3,2
ses_3130,a6216c1f-4b03-42af-9762-25a1ef04c0c4,2025-10-16,27,1,0,1
ses_3131,6033d3e4-7920-4e08-a52b-482ee60e01ca,2025-09-26,13,2,1,2
ses_3132,6033d3e4-7920-4e08-a52b-482ee60e01ca,2025-09-27,15,3,0,3
ses_3133,ea65ad4f-3b49-4460-ba72-f868c9a64169,2025-09-29,25,2,0,1
ses_3134,ea65ad4f-3b49-4460-ba72-f868c9a64169,2025-10-07,20,0,0,2
ses_3135,111fbe74-6b4a-4061-93cb-be2e10e949c3,2025-10-20,19,3,0,2
ses_3136,111fbe74-6b4a-4061-93cb-be2e10e949c3,2025-10-23,42,0,0,0
ses_3137,111fbe74-6b4a-4061-93cb-be2e10e949c3,2025-10-25,24,1,0,2
ses_3138,111fbe74-6b4a-4061-93cb-be2e10e949c3,2025-10-26,25,2,1,1
ses_3139,c082b539-5b6b-486c-badd-9f6dd2abc94e,2025-10-10,23,1,1,4
ses_3140,80987819-b419-4e55-b257-837064029dcf,2025-09-04,21,2,1,1
ses_3141,a13d5db8-4a24-4f07-9c06-caa04581ddd0,2025-09-29,20,2,0,0
ses_3142,a13d5db8-4a24-4f07-9c06-caa04581ddd0,2025-09-30,26,3,0,2
ses_3143,a13d5db8-4a24-4f07-9c06-caa04581ddd0,2025-10-04,21,2,0,3
ses_3144,92ab488d-ebea-486f-8cd2-652c6a1a937c,2025-10-22,26,2,0,0
ses_3145,92ab488d-ebea-486f-8cd2-652c6a1a937c,2025-10-24,25,2,0,2
ses_3146,8593312e-d63f-4c9f-8cb3-8d8fea0b664d,2025-10-21,21,0,0,1
ses_3147,8593312e-d63f-4c9f-8cb3-8d8fea0b664d,2025-10-23,29,1,1,2
ses_3148,b7de3b51-bccb-4684-9529-300f723d8848,2025-09-06,25,1,0,0
ses_3149,b7de3b51-bccb-4684-9529-300f723d8848,2025-09-07,24,2,0,2
ses_3150,b7de3b51-bccb-4684-9529-300f723d8848,2025-09-11,20,3,0,0
ses_3151,b7de3b51-bccb-4684-9529-300f723d8848,2025-09-13,24,1,0,4
ses_3152,1232aabe-fadf-48f2-9500-afe65699365a,2025-10-22,36,0,1,2
ses_3153,bae7ef14-0dc9-4d7a-8aca-8214d5682327,2025-11-05,27,3,0,1
ses_3154,71b4334c-f7a9-4fa3-b08f-5e87436a8a57,2025-10-25,23,3,0,0
ses_3155,aed35c15-9e31-45a8-b086-abb059f77796,2025-11-01,31,0,0,0
ses_3156,e4497549-c1f1-442a-8aeb-b3d043a717eb,2025-11-05,24,1,0,2
ses_3157,e4497549-c1f1-442a-8aeb-b3d043a717eb,2025-11-06,24,2,0,0
ses_3158,e4497549-c1f1-442a-8aeb-b3d043a717eb,2025-11-08,23,0,0,2
ses_3159,e4497549-c1f1-442a-8aeb-b3d043a717eb,2025-11-09,23,1,3,0
ses_3160,b187c5ad-56f3-4768-86e2-f209c11a002c,2025-11-18,16,3,1,3
ses_3161,b187c5ad-56f3-4768-86e2-f209c11a002c,2025-11-19,28,4,0,0
ses_3162,b187c5ad-56f3-4768-86e2-f209c11a002c,2025-11-23,25,0,0,1
ses_3163,b187c5ad-56f3-4768-86e2-f209c11a002c,2025-11-26,25,0,0,3
ses_3164,b187c5ad-56f3-4768-86e2-f209c11a002c,2025-11-27,34,1,0,2
ses_3165,af338213-7633-4129-94ac-2e431e629a08,2025-09-04,22,0,0,1
ses_3166,b0ae18b1-d389-463e-b891-12494ef1f1b1,2025-11-09,31,2,0,0
ses_3167,b0ae18b1-d389-463e-b891-12494ef1f1b1,2025-11-10,33,3,0,2
ses_3168,ff1ba5fb-d365-42cc-ace4-d3382fe7711f,2025-10-24,32,0,1,1
ses_3169,ff1ba5fb-d365-42cc-ace4-d3382fe7711f,2025-10-25,21,1,3,1
ses_3170,c233e600-b097-40c0-8a54-083d9fdc48f0,2025-11-18,30,1,0,1
ses_3171,c233e600-b097-40c0-8a54-083d9fdc48f0,2025-11-22,29,3,0,4
ses_3172,c233e600-b097-40c0-8a54-083d9fdc48f0,2025-11-23,20,4,0,0
ses_3173,c233e600-b097-40c0-8a54-083d9fdc48f0,2025-11-25,29,3,0,1
ses_3174,c233e600-b097-40c0-8a54-083d9fdc48f0,2025-11-27,27,1,0,1
ses_3175,9343955c-825f-4c0e-b00c-57a1480bcc72,2025-09-08,34,3,0,4
ses_3176,f914ee21-ae0c-40fa-aa7b-f3f83a4eaa9f,2025-09-29,23,2,0,1
ses_3177,f914ee21-ae0c-40fa-aa7b-f3f83a4eaa9f,2025-10-01,27,1,0,2
ses_3178,3c21a819-7f29-4630-875e-99a91405b138,2025-08-30,19,0,0,4
ses_3179,3c21a819-7f29-4630-875e-99a91405b138,2025-09-01,23,2,0,0
ses_3180,3c21a819-7f29-4630-875e-99a91405b138,2025-09-04,20,1,2,2
ses_3181,3c21a819-7f29-4630-875e-99a91405b138,2025-09-06,23,2,0,0
ses_3182,3c21a819-7f29-4630-875e-99a91405b138,2025-09-07,32,3,0,1
ses_3183,3c21a819-7f29-4630-875e-99a91405b138,2025-09-13,19,2,0,4
ses_3184,5ffbb7f4-5deb-4d18-a273-a4fee69429e8,2025-09-08,30,3,0,2
ses_3185,5ffbb7f4-5deb-4d18-a273-a4fee69429e8,2025-09-09,18,4,0,0
ses_3186,5ffbb7f4-5deb-4d18-a273-a4fee69429e8,2025-09-12,19,2,2,0
ses_3187,5ffbb7f4-5deb-4d18-a273-a4fee69429e8,2025-09-17,24,3,0,0
ses_3188,509d9758-8041-4921-b276-8f508f61bbd5,2025-11-10,29,0,0,1
ses_3189,509d9758-8041-4921-b276-8f508f61bbd5,2025-11-13,27,3,1,2
ses_3190,509d9758-8041-4921-b276-8f508f61bbd5,2025-11-14,27,4,0,2
ses_3191,509d9758-8041-4921-b276-8f508f61bbd5,2025-11-17,29,0,0,2
ses_3192,5e0eaf18-056e-4d31-8d3a-1610861984f8,2025-11-10,18,0,0,4
ses_3193,5e0eaf18-056e-4d31-8d3a-1610861984f8,2025-11-12,24,2,0,0
ses_3194,5e0eaf18-056e-4d31-8d3a-1610861984f8,2025-11-17,26,1,0,1
ses_3195,afa3bf58-00c3-4a1d-b8bc-eb82c8b1394b,2025-11-06,21,2,0,0
ses_3196,afa3bf58-00c3-4a1d-b8bc-eb82c8b1394b,2025-11-10,34,2,0,0
ses_3197,afa3bf58-00c3-4a1d-b8bc-eb82c8b1394b,2025-11-11,20,3,0,2
ses_3198,e8b0ec23-7702-46c9-aa55-e63173612769,2025-09-03,22,2,0,1
ses_3199,e8b0ec23-7702-46c9-aa55-e63173612769,2025-09-07,23,1,0,1
ses_3200,e8b0ec23-7702-46c9-aa55-e63173612769,2025-09-09,18,3,0,1
ses_3201,e8b0ec23-7702-46c9-aa55-e63173612769,2025-09-13,20,1,1,0
ses_3202,0803ca2c-8e8c-46cf-a203-a456263854c8,2025-10-03,36,2,0,1
ses_3203,0803ca2c-8e8c-46cf-a203-a456263854c8,2025-10-09,19,0,0,0
ses_3204,dac36897-038b-41f7-9118-f1f915084bef,2025-11-01,28,2,0,0
ses_3205,39818a08-ff77-4c19-a914-0134fa573924,2025-09-02,20,2,0,2
ses_3206,de58a0f4-07fa-40e7-b625-ffbb7c052df3,2025-09-19,16,0,0,0
ses_3207,de58a0f4-07fa-40e7-b625-ffbb7c052df3,2025-09-21,25,0,0,2
ses_3208,de58a0f4-07fa-40e7-b625-ffbb7c052df3,2025-09-24,25,0,0,4
ses_3209,82b184cb-dc1a-48cf-9e08-acef197d3dd2,2025-08-29,28,0,3,0
ses_3210,82b184cb-dc1a-48cf-9e08-acef197d3dd2,2025-09-03,24,3,0,1
ses_3211,82b184cb-dc1a-48cf-9e08-acef197d3dd2,2025-09-11,31,0,1,2
ses_3212,b5d97190-78eb-49a3-99d9-1b58ef50d0d3,2025-09-27,19,1,2,2
ses_3213,b5d97190-78eb-49a3-99d9-1b58ef50d0d3,2025-10-01,19,2,1,1
ses_3214,b5d97190-78eb-49a3-99d9-1b58ef50d0d3,2025-10-14,25,0,0,1
ses_3215,62c6faf2-c4ce-4945-92b6-b8395f69adc5,2025-09-18,23,1,0,0
ses_3216,62c6faf2-c4ce-4945-92b6-b8395f69adc5,2025-09-21,35,0,1,1
ses_3217,62c6faf2-c4ce-4945-92b6-b8395f69adc5,2025-09-22,26,1,0,1
ses_3218,73355096-b2f4-410c-a5b6-589283b1ab1c,2025-11-02,21,3,0,1
ses_3219,a1063c02-f986-41fe-95db-5593a1f9bbc9,2025-11-22,21,1,0,0
ses_3220,a1063c02-f986-41fe-95db-5593a1f9bbc9,2025-11-27,22,3,0,3
ses_3221,a1063c02-f986-41fe-95db-5593a1f9bbc9,2025-11-30,28,1,0,2
ses_3222,b6595c12-1449-41d2-9980-6509ceba0693,2025-08-19,35,3,0,2
ses_3223,b6595c12-1449-41d2-9980-6509ceba0693,2025-08-20,25,4,0,2
ses_3224,b6595c12-1449-41d2-9980-6509ceba0693,2025-08-21,19,5,0,0
ses_3225,b6595c12-1449-41d2-9980-6509ceba0693,2025-08-25,31,3,0,0
ses_3226,ce3ee207-2de9-42b7-96a7-eb697a2b954c,2025-11-09,25,3,0,0
ses_3227,ce3ee207-2de9-42b7-96a7-eb697a2b954c,2025-11-12,13,3,0,0
ses_3228,ce3ee207-2de9-42b7-96a7-eb697a2b954c,2025-11-13,18,4,0,2
ses_3229,a1eb9ff8-e77f-4ee5-b1aa-4509dcca3bbc,2025-10-29,21,0,1,2
ses_3230,a1eb9ff8-e77f-4ee5-b1aa-4509dcca3bbc,2025-11-01,33,3,2,0
ses_3231,a1eb9ff8-e77f-4ee5-b1aa-4509dcca3bbc,2025-11-03,23,1,0,3
ses_3232,271ecd14-636e-42df-946a-11a7cbf979c5,2025-11-04,24,1,1,3
ses_3233,271ecd14-636e-42df-946a-11a7cbf979c5,2025-11-07,25,0,3,2
ses_3234,a71cf0f2-c122-4c0f-870c-7d9f71d321b1,2025-10-18,27,1,2,0
ses_3235,a71cf0f2-c122-4c0f-870c-7d9f71d321b1,2025-10-20,19,0,2,1
ses_3236,a71cf0f2-c122-4c0f-870c-7d9f71d321b1,2025-10-23,21,2,0,1
ses_3237,a71cf0f2-c122-4c0f-870c-7d9f71d321b1,2025-10-24,24,3,0,1
ses_3238,a71cf0f2-c122-4c0f-870c-7d9f71d321b1,2025-10-26,32,3,0,0
ses_3239,af29fc2e-065e-486a-92a4-a54606afcc6a,2025-11-13,25,1,3,0
ses_3240,af29fc2e-065e-486a-92a4-a54606afcc6a,2025-11-20,24,1,0,1
ses_3241,2668cdc8-0c51-4d50-b4ec-1828db0d5985,2025-10-26,28,0,0,1
ses_3242,304fdc57-6c66-4dea-b2d0-e5e589467127,2025-12-02,22,1,2,0
ses_3243,304fdc57-6c66-4dea-b2d0-e5e589467127,2025-12-04,27,1,0,1
ses_3244,304fdc57-6c66-4dea-b2d0-e5e589467127,2025-12-07,11,3,0,1
ses_3245,304fdc57-6c66-4dea-b2d0-e5e589467127,2025-12-08,19,4,0,0
ses_3246,304fdc57-6c66-4dea-b2d0-e5e589467127,2025-12-11,30,3,0,0
ses_3247,493c9383-2724-4a8d-b40a-a621b1361eeb,2025-09-13,31,0,0,1
ses_3248,8c76870e-eb68-428d-8091-1d046b311684,2025-09-28,20,2,3,1
ses_3249,4644af00-ea5a-4ccd-a4c6-4a3181535431,2025-11-23,29,1,1,1
ses_3250,4644af00-ea5a-4ccd-a4c6-4a3181535431,2025-11-24,25,2,0,1
ses_3251,f52d40ec-6db7-493d-bc2f-3fa3f6b9a79f,2025-11-08,20,3,1,0
ses_3252,f52d40ec-6db7-493d-bc2f-3fa3f6b9a79f,2025-11-10,33,3,0,4
ses_3253,8e42127a-3889-41a2-80b7-5600e0ab8a70,2025-11-30,22,1,0,2
ses_3254,8e42127a-3889-41a2-80b7-5600e0ab8a70,2025-12-01,39,2,0,0
ses_3255,8e42127a-3889-41a2-80b7-5600e0ab8a70,2025-12-04,23,1,0,4
ses_3256,8e42127a-3889-41a2-80b7-5600e0ab8a70,2025-12-05,28,2,0,0
ses_3257,aee1d8f6-0e3f-423f-95ce-d53bae2bd27a,2025-11-29,24,2,2,1
ses_3258,299cb1f0-d8c9-4063-92b7-01c489463d6c,2025-09-27,22,1,0,1
ses_3259,299cb1f0-d8c9-4063-92b7-01c489463d6c,2025-09-28,21,2,0,2
ses_3260,299cb1f0-d8c9-4063-92b7-01c489463d6c,2025-10-02,32,1,2,3
ses_3261,72eb3804-8bfc-4294-ac86-868068a731f8,2025-10-29,29,1,0,0
ses_3262,72eb3804-8bfc-4294-ac86-868068a731f8,2025-10-30,21,2,0,1
ses_3263,72eb3804-8bfc-4294-ac86-868068a731f8,2025-10-31,27,3,1,1
ses_3264,5368ef06-f2bf-4abb-8949-4f5220563891,2025-09-05,22,0,0,2
ses_3265,5368ef06-f2bf-4abb-8949-4f5220563891,2025-09-07,22,2,2,1
ses_3266,5368ef06-f2bf-4abb-8949-4f5220563891,2025-09-08,18,3,0,0
ses_3267,5368ef06-f2bf-4abb-8949-4f5220563891,2025-09-09,26,4,3,1
ses_3268,5368ef06-f2bf-4abb-8949-4f5220563891,2025-09-10,29,5,0,2
ses_3269,5368ef06-f2bf-4abb-8949-4f5220563891,2025-09-11,23,6,0,0
ses_3270,5368ef06-f2bf-4abb-8949-4f5220563891,2025-09-13,26,1,0,0
ses_3271,e0c16496-4fa0-4671-8d20-7db391bcbefd,2025-08-06,27,3,0,3
ses_3272,e0c16496-4fa0-4671-8d20-7db391bcbefd,2025-08-10,26,0,0,2
ses_3273,e0c16496-4fa0-4671-8d20-7db391bcbefd,2025-08-11,23,1,1,1
ses_3274,e0c16496-4fa0-4671-8d20-7db391bcbefd,2025-08-12,15,2,1,3
ses_3275,5d9b119f-013b-4ce0-ae20-5884d7e466ff,2025-11-18,26,0,3,2
ses_3276,5d9b119f-013b-4ce0-ae20-5884d7e466ff,2025-11-20,21,3,1,0
ses_3277,c31ffb84-15ab-4b2f-876c-3c666c6657b7,2025-09-13,18,2,0,1
ses_3278,c31ffb84-15ab-4b2f-876c-3c666c6657b7,2025-09-17,31,3,0,1
ses_3279,c31ffb84-15ab-4b2f-876c-3c666c6657b7,2025-09-29,35,2,2,3
ses_3280,3602a59e-f3cb-4aa1-aa63-69a5536da880,2025-08-15,31,0,2,0
ses_3281,3602a59e-f3cb-4aa1-aa63-69a5536da880,2025-08-19,26,3,0,0
ses_3282,1db17583-fe47-4b64-8e2d-e3c228101719,2025-09-03,20,2,0,2
ses_3283,1db17583-fe47-4b64-8e2d-e3c228101719,2025-09-04,23,3,0,0
ses_3284,b4cab9d5-6424-4227-8196-1f72f4420622,2025-10-02,31,3,0,1
ses_3285,5c06267d-19c1-4e51-929b-a10b3f0bab2d,2025-11-21,23,1,0,0
ses_3286,0514f894-5eb3-4aae-936e-7cc8e8377c2b,2025-08-15,24,0,0,1
ses_3287,0514f894-5eb3-4aae-936e-7cc8e8377c2b,2025-08-17,21,2,0,0
ses_3288,0514f894-5eb3-4aae-936e-7cc8e8377c2b,2025-08-23,35,0,0,2
ses_3289,fce409ac-c5aa-4ea6-9ef8-079405db1bf3,2025-12-02,25,1,1,3
ses_3290,fce409ac-c5aa-4ea6-9ef8-079405db1bf3,2025-12-03,20,2,0,2
ses_3291,fce409ac-c5aa-4ea6-9ef8-079405db1bf3,2025-12-06,30,1,0,0
ses_3292,fce409ac-c5aa-4ea6-9ef8-079405db1bf3,2025-12-11,32,2,0,1
ses_3293,fce409ac-c5aa-4ea6-9ef8-079405db1bf3,2025-12-14,27,1,0,2
ses_3294,1061fa00-7988-46c9-8aed-08e26a7a0a3d,2025-09-21,26,0,1,3
ses_3295,1061fa00-7988-46c9-8aed-08e26a7a0a3d,2025-09-23,19,0,1,0
ses_3296,1061fa00-7988-46c9-8aed-08e26a7a0a3d,2025-09-24,32,1,0,1
ses_3297,1061fa00-7988-46c9-8aed-08e26a7a0a3d,2025-10-07,37,0,0,2
ses_3298,ee2e7fdd-9af5-47a9-9760-883fda56ddb2,2025-11-01,29,3,0,1
ses_3299,ee2e7fdd-9af5-47a9-9760-883fda56ddb2,2025-11-04,23,3,2,2
ses_3300,76ee9621-cec8-425d-8e01-9fe5e5a78d59,2025-10-04,27,1,0,0
ses_3301,8eefc92f-7348-4dad-aa80-746849a3112b,2025-10-03,19,0,0,0
ses_3302,62595d0d-ff1e-4d20-a5e0-b5a0f20a67aa,2025-10-09,23,0,0,1
ses_3303,62595d0d-ff1e-4d20-a5e0-b5a0f20a67aa,2025-10-10,31,1,0,2
ses_3304,62595d0d-ff1e-4d20-a5e0-b5a0f20a67aa,2025-10-15,26,3,0,1
ses_3305,62595d0d-ff1e-4d20-a5e0-b5a0f20a67aa,2025-10-16,19,4,0,0
ses_3306,62595d0d-ff1e-4d20-a5e0-b5a0f20a67aa,2025-10-18,24,1,0,0
ses_3307,62595d0d-ff1e-4d20-a5e0-b5a0f20a67aa,2025-10-22,22,2,0,4
ses_3308,6a3030a6-a646-4914-9bc8-8df510c3ac2f,2025-10-23,27,3,0,0
ses_3309,6a3030a6-a646-4914-9bc8-8df510c3ac2f,2025-10-28,19,3,3,0
ses_3310,6a3030a6-a646-4914-9bc8-8df510c3ac2f,2025-11-03,33,2,1,0
ses_3311,43bb30c7-c4d3-42a5-9fd0-7d6d9302134e,2025-11-12,20,1,2,1
ses_3312,43bb30c7-c4d3-42a5-9fd0-7d6d9302134e,2025-11-13,23,2,0,2
ses_3313,87c870bd-9aa6-4ea3-81d9-519b1463e0fc,2025-11-27,31,1,3,0
ses_3314,87c870bd-9aa6-4ea3-81d9-519b1463e0fc,2025-11-28,30,2,0,1
ses_3315,87c870bd-9aa6-4ea3-81d9-519b1463e0fc,2025-12-01,30,0,0,4
ses_3316,87c870bd-9aa6-4ea3-81d9-519b1463e0fc,2025-12-04,24,3,3,1
ses_3317,87c870bd-9aa6-4ea3-81d9-519b1463e0fc,2025-12-08,31,1,1,0
ses_3318,87c870bd-9aa6-4ea3-81d9-519b1463e0fc,2025-12-12,23,0,0,0
ses_3319,53554cdd-ae0d-4539-9128-ca944ffcb3ad,2025-11-06,36,3,0,1
ses_3320,53554cdd-ae0d-4539-9128-ca944ffcb3ad,2025-11-07,31,4,0,1
ses_3321,53554cdd-ae0d-4539-9128-ca944ffcb3ad,2025-11-08,21,5,0,0
ses_3322,231af233-a553-4a86-91ab-a5633161d1cb,2025-08-08,15,3,1,0
ses_3323,231af233-a553-4a86-91ab-a5633161d1cb,2025-08-10,31,1,0,0
ses_3324,b5a2f084-4bc5-493f-bdfd-4fd0db17e900,2025-08-16,33,0,2,1
ses_3325,b5a2f084-4bc5-493f-bdfd-4fd0db17e900,2025-08-21,30,0,0,0
ses_3326,b5a2f084-4bc5-493f-bdfd-4fd0db17e900,2025-08-26,29,3,0,1
ses_3327,98a0ed61-b141-47c8-8bd5-0d70dc1ffd96,2025-10-05,30,2,2,3
ses_3328,98a0ed61-b141-47c8-8bd5-0d70dc1ffd96,2025-10-06,20,3,2,1
ses_3329,98a0ed61-b141-47c8-8bd5-0d70dc1ffd96,2025-10-08,25,2,0,2
ses_3330,98a0ed61-b141-47c8-8bd5-0d70dc1ffd96,2025-10-09,23,3,0,3
ses_3331,98a0ed61-b141-47c8-8bd5-0d70dc1ffd96,2025-10-11,11,0,0,1
ses_3332,98a0ed61-b141-47c8-8bd5-0d70dc1ffd96,2025-10-13,31,3,0,6
ses_3333,2ee6e0b5-464b-43eb-994a-eeb059b49a1b,2025-11-24,30,3,0,2
ses_3334,2ee6e0b5-464b-43eb-994a-eeb059b49a1b,2025-12-04,15,0,0,2
ses_3335,17616b30-040b-4ce7-80b1-adebca095852,2025-08-21,24,2,0,3
ses_3336,17616b30-040b-4ce7-80b1-adebca095852,2025-08-23,26,3,0,1
ses_3337,17616b30-040b-4ce7-80b1-adebca095852,2025-08-24,31,4,0,0
ses_3338,17616b30-040b-4ce7-80b1-adebca095852,2025-09-04,29,2,2,2
ses_3339,f03a4a85-c7b2-4a7f-b368-571c75ce62f3,2025-11-26,15,1,0,1
ses_3340,f03a4a85-c7b2-4a7f-b368-571c75ce62f3,2025-11-29,27,3,0,0
ses_3341,f03a4a85-c7b2-4a7f-b368-571c75ce62f3,2025-11-30,21,4,0,0
ses_3342,f03a4a85-c7b2-4a7f-b368-571c75ce62f3,2025-12-02,34,2,2,0
ses_3343,ffc11d92-97df-4471-a0ed-3fd2a30cf8a8,2025-10-16,20,2,0,3
ses_3344,ffc11d92-97df-4471-a0ed-3fd2a30cf8a8,2025-10-18,20,3,1,0
ses_3345,ffc11d92-97df-4471-a0ed-3fd2a30cf8a8,2025-10-24,23,3,0,1
ses_3346,23af8e93-ce0d-43bb-9508-cb31f5dc2670,2025-10-09,22,0,0,2
ses_3347,eeb22d41-6c80-44e6-af83-8bd92a232941,2025-11-24,25,2,0,0
ses_3348,eeb22d41-6c80-44e6-af83-8bd92a232941,2025-11-26,19,1,3,2
ses_3349,eeb22d41-6c80-44e6-af83-8bd92a232941,2025-11-27,22,2,0,0
ses_3350,eeb22d41-6c80-44e6-af83-8bd92a232941,2025-11-29,45,2,0,0
ses_3351,eeb22d41-6c80-44e6-af83-8bd92a232941,2025-12-03,20,0,1,1
ses_3352,0ef8903c-0877-4f18-b056-8056d7165180,2025-09-28,21,2,0,1
ses_3353,0ef8903c-0877-4f18-b056-8056d7165180,2025-10-01,21,2,2,1
ses_3354,0725b15b-df52-449e-b6e3-93f732bd4716,2025-09-15,25,0,3,5
ses_3355,0725b15b-df52-449e-b6e3-93f732bd4716,2025-09-16,25,1,2,2
ses_3356,0725b15b-df52-449e-b6e3-93f732bd4716,2025-09-17,21,2,0,1
ses_3357,c5083199-58c9-4994-9af1-b295ae537095,2025-09-12,25,2,1,1
ses_3358,ef1e9bf4-d82c-4469-9db3-582705760523,2025-11-27,23,2,3,3
ses_3359,ef1e9bf4-d82c-4469-9db3-582705760523,2025-12-01,25,2,1,1
ses_3360,ef1e9bf4-d82c-4469-9db3-582705760523,2025-12-02,27,3,0,0
ses_3361,ef1e9bf4-d82c-4469-9db3-582705760523,2025-12-03,29,4,0,2
ses_3362,9e09e6c9-1008-4c2f-98e1-51ba1f09142a,2025-11-14,22,2,1,1
ses_3363,384cb1cd-5047-4ada-bb1f-6912389b8e35,2025-11-15,26,0,0,0
ses_3364,384cb1cd-5047-4ada-bb1f-6912389b8e35,2025-11-19,21,0,0,0
ses_3365,9b2f504f-645d-4aaf-9a0b-aa4e239c5f61,2025-08-25,22,3,2,0
ses_3366,9b2f504f-645d-4aaf-9a0b-aa4e239c5f61,2025-08-28,19,3,0,0
ses_3367,9b2f504f-645d-4aaf-9a0b-aa4e239c5f61,2025-08-29,25,4,0,0
ses_3368,9b2f504f-645d-4aaf-9a0b-aa4e239c5f61,2025-09-02,18,2,0,2
ses_3369,8fbfccc6-abbc-4263-9edc-7502f4df8862,2025-09-22,34,3,0,1
ses_3370,8fbfccc6-abbc-4263-9edc-7502f4df8862,2025-09-23,29,4,0,0
ses_3371,8fbfccc6-abbc-4263-9edc-7502f4df8862,2025-09-25,24,0,1,2
ses_3372,8103f7ed-afa0-43d1-a838-8ea39b9b19f1,2025-10-27,28,2,0,0
ses_3373,8103f7ed-afa0-43d1-a838-8ea39b9b19f1,2025-11-04,30,2,1,2
ses_3374,41dfc38c-60fb-485e-8dac-06f250c43ae3,2025-11-23,26,2,0,0
ses_3375,41dfc38c-60fb-485e-8dac-06f250c43ae3,2025-11-25,28,0,0,1
ses_3376,41dfc38c-60fb-485e-8dac-06f250c43ae3,2025-11-27,28,0,0,1
ses_3377,e66342a1-716e-4467-bd5a-3075d2ae3248,2025-11-05,18,0,0,0
ses_3378,abe22e0b-28a5-4a75-8ea4-757941637f1a,2025-11-18,14,1,0,2
ses_3379,abe22e0b-28a5-4a75-8ea4-757941637f1a,2025-11-19,24,2,0,2
ses_3380,abe22e0b-28a5-4a75-8ea4-757941637f1a,2025-11-22,22,0,0,1
ses_3381,abe22e0b-28a5-4a75-8ea4-757941637f1a,2025-11-25,35,0,0,2
ses_3382,fa4aebdb-29e3-42a6-beac-5677a7d299f9,2025-09-27,25,0,1,1
ses_3383,fa4aebdb-29e3-42a6-beac-5677a7d299f9,2025-10-02,26,3,0,1
ses_3384,fa4aebdb-29e3-42a6-beac-5677a7d299f9,2025-10-05,29,3,0,0
ses_3385,c29ba27d-bbcf-4b4f-b8f4-748c280fa153,2025-08-28,21,3,0,0
ses_3386,d8343d96-e027-4ae7-a54c-40a3e0f15bf2,2025-10-15,26,0,1,1
ses_3387,d8343d96-e027-4ae7-a54c-40a3e0f15bf2,2025-10-20,27,3,0,2
ses_3388,9a7f13f0-a67b-4ed0-864f-7b7486e2b3c0,2025-09-19,23,0,1,1
ses_3389,61076722-9041-45cb-b562-2b4d442ae913,2025-09-21,35,0,0,0
ses_3390,61076722-9041-45cb-b562-2b4d442ae913,2025-09-25,28,3,0,2
ses_3391,61076722-9041-45cb-b562-2b4d442ae913,2025-09-28,25,0,0,0
ses_3392,61076722-9041-45cb-b562-2b4d442ae913,2025-09-29,35,1,0,1
ses_3393,66d8387c-f869-49a1-b84f-d54d234c2e66,2025-08-24,25,0,1,1
ses_3394,66d8387c-f869-49a1-b84f-d54d234c2e66,2025-08-26,29,0,1,0
ses_3395,66d8387c-f869-49a1-b84f-d54d234c2e66,2025-08-27,27,1,0,1
ses_3396,aa1f4b04-50e1-46e2-9b4e-46bdbca707fd,2025-09-16,27,0,0,0
ses_3397,aa1f4b04-50e1-46e2-9b4e-46bdbca707fd,2025-09-17,23,1,0,1
ses_3398,aa1f4b04-50e1-46e2-9b4e-46bdbca707fd,2025-09-18,23,2,0,0
ses_3399,aa1f4b04-50e1-46e2-9b4e-46bdbca707fd,2025-09-23,29,1,1,2
ses_3400,aa1f4b04-50e1-46e2-9b4e-46bdbca707fd,2025-09-27,19,1,0,2
ses_3401,316da9ff-9152-46fb-90a0-bb0728e11b61,2025-11-05,22,0,0,1
ses_3402,316da9ff-9152-46fb-90a0-bb0728e11b61,2025-11-06,29,1,1,0
ses_3403,316da9ff-9152-46fb-90a0-bb0728e11b61,2025-11-08,15,1,0,3
ses_3404,8db66bd6-ad4b-4f2a-941a-21954bf3b43a,2025-08-26,28,0,0,3
ses_3405,8db66bd6-ad4b-4f2a-941a-21954bf3b43a,2025-08-30,22,3,1,1
ses_3406,1af6812d-e35b-4ffb-9242-588499631da9,2025-10-01,24,3,0,0
ses_3407,1af6812d-e35b-4ffb-9242-588499631da9,2025-10-02,23,4,0,0
ses_3408,1af6812d-e35b-4ffb-9242-588499631da9,2025-10-03,27,5,0,0
ses_3409,bca4f31b-59b6-4a6c-8278-d2a07000c239,2025-10-16,36,1,0,0
